arabinose_transporters	galactose_transporters	glucose_transporters	lactose_transporters	mannitol_transporters	mannose_transporters	polysia_transporters	sia_transporters	ribose_transporters	sucrose_transporters
						A0A6M0IZZ5			
						A0A6M0JA53			
						A0A6M0JTJ8			
						A0A6M0JUA4			
						A0A6M0JXD8			
						A0A6M0JYE6			
						A0A6M0KXB8			
						A0A6M0KZ91			
						A0A6M0L2M0			
						A0A6M0LIB0			
						A0A6M0LKR5			
						A0A6M0P3U3			
						A0A6M0QUV0			
						A0A6M0RFV3			
						A0A6M0S5D1			
						A0A6M0SP03			
						A0A6M0YF71			
						A0A6M1KIG9			
						A0A6M1L0T9			
						A0A6M1L3K2			
						A0A6M1LM68			
						A0A6M1LMX2			
						A0A6M1LUA0			
						A0A6M1M8H0			
						A0A6M1N8J6			
						A0A6M1PKA6			
						A0A6M1QNI2			
						A0A6M1R0V5			
						A0A6M1RYT6			
						A0A6M1SIJ9			
						A0A6M1Z156			
						A0A6M1ZCN7			
						A0A6M2AKC6			
						A0A6M2ATK1			
						A0A6M2B007			
						A0A6M2B0L3			
						A0A6M2C640			
						A0A6M3ZKE9			
						A0A6M4FN12			
						A0A6M4GC13			
						A0A6M4GWU6			
						A0A6M4H469			
						A0A6M4HA81			
						A0A6M4HCN0			
						A0A6M4JPR5			
						A0A6M4KB27			
						A0A6M4MI63			
						A0A6M4PD18			
						A0A6M4PK89			
						A0A6M4WN47			
						A0A6M4WYF1			
						A0A6M4YC22			
						A0A6M5F117			
						A0A6M5F6L4			
						A0A6M5FB14			
						A0A6M5FDK5			
						A0A6M5FEX7			
						A0A6M5G8F2			
						A0A6M5GES7			
						A0A6M5IVT8			
						A0A6M5J5X8			
						A0A6M5JAA9			
						A0A6M5UBX2			
						A0A6M5UEQ2			
						A0A6M5YB10			
						A0A6M5YIB8			
						A0A6M5YMX8			
						A0A6M5YXP6			
						A0A6M5YYC8			
						A0A6M5Z4U2			
						A0A6M5Z6N6			
						A0A6M5ZD37			
						A0A6M6BMK1			
						A0A6M6I3G6			
						A0A6M6JFQ3			
						A0A6M7TLY4			
						A0A6M7U8D7			
						A0A6M7UQD4			
						A0A6M7V9W2			
						A0A6M7VXN5			
						A0A6M7W7B8			
						A0A6M7Y4S7			
						A0A6M8B719			
						A0A6M8B9D2			
						A0A6M8BBD3			
						A0A6M8BLX7			
						A0A6M8DFY0			
						A0A6M8FCL6			
						A0A6M8FLE5			
						A0A6M8GZ46			
						A0A6M8HP38			
						A0A6M8HPW3			
						A0A6M8J4Q0			
						A0A6M8MHX0			
						A0A6M8MZY6			
						A0A6M8SLR9			
						A0A6M8SPE5			
						A0A6M8VGU4			
						A0A6M8W0B9			
						A0A6N0DYP2			
						A0A6N0I378			
						A0A6N0KT49			
						A0A6N0LVU4			
						A0A6N0LZK7			
						A0A6N0YA89			
						A0A6N0YCD5			
						A0A6N0YXV6			
						A0A6N0Z6L3			
						A0A6N0ZAS3			
						A0A6N0ZC11			
						A0A6N1ABQ7			
						A0A6N1BHE7			
						A0A6N1BY63			
						A0A6N1CHL6			
						A0A6N1CP55			
						A0A6N1CR38			
						A0A6N1D7E0			
						A0A6N1DTQ1			
						A0A6N1DVY9			
						A0A6N1E515			
						A0A6N1X1Z6			
						A0A6N1X7P2			
						A0A6N1XC92			
						A0A6N1YFC1			
						A0A6N1YGR8			
						A0A6N2CIH3			
						A0A6N2DEN9			
						A0A6N2DKA7			
						A0A6N2DRH0			
						A0A6N2DVB2			
						A0A6N2EL29			
						A0A6N2HQZ7			
						A0A6N2HWZ4			
						A0A6N2JLP9			
						A0A6N2JNC1			
						A0A6N2R294			
						A0A6N2S9H3			
						A0A6N2S9P0			
						A0A6N2T1J7			
						A0A6N2T6W9			
						A0A6N2TE10			
						A0A6N2TJ04			
						A0A6N2U5D7			
						A0A6N2U6N2			
						A0A6N2U9E8			
						A0A6N2VMJ3			
						A0A6N2VNS4			
						A0A6N2VRY7			
						A0A6N2YGW3			
						A0A6N2YU11			
						A0A6N2YW61			
						A0A6N2Z3G1			
						A0A6N2Z8H2			
						A0A6N3AGL6			
						A0A6N3BH56			
						A0A6N3BT83			
						A0A6N3BUU9			
						A0A6N3C791			
						A0A6N3EAU0			
						A0A6N3EUF8			
						A0A6N3EUJ4			
						A0A6N3EV04			
						A0A6N3EZ27			
						A0A6N3F9S0			
						A0A6N3FLD2			
						A0A6N3GIL3			
						A0A6N3GW09			
						A0A6N3HEL2			
						A0A6N3RY09			
						A0A6N3SZI0			
						A0A6N3T0M2			
						A0A6N3UWH3			
						A0A6N3UYI0			
						A0A6N3X1G3			
						A0A6N4AAE8			
						A0A6N4AM08			
						A0A6N4APB9			
						A0A6N4CS12			
						A0A6N4Q4X8			
						A0A6N4QZH1			
						A0A6N4SP83			
						A0A6N4T3Y7			
						A0A6N4TCG4			
						A0A6N4TM48			
						A0A6N4UYK8			
						A0A6N4V511			
						A0A6N4WBW2			
						A0A6N4X0T4			
						A0A6N4XTW0			
						A0A6N6BBX0			
						A0A6N6JFD9			
						A0A6N6JVD2			
						A0A6N6K9E9			
						A0A6N6KZ01			
						A0A6N6L3F7			
						A0A6N6LL43			
						A0A6N6MCI1			
						A0A6N6MY85			
						A0A6N6N438			
						A0A6N6NM02			
						A0A6N6PDH6			
						A0A6N6PH83			
						A0A6N6RG24			
						A0A6N6RR03			
						A0A6N6S450			
						A0A6N6SCE2			
						A0A6N6T2D0			
						A0A6N6TAD6			
						A0A6N6TC04			
						A0A6N6VG31			
						A0A6N6WGX7			
						A0A6N6Z1D0			
						A0A6N6ZH48			
						A0A6N6ZXR9			
						A0A6N7AF91			
						A0A6N7BXZ7			
						A0A6N7CN03			
						A0A6N7CWS4			
						A0A6N7D6G5			
						A0A6N7EN77			
						A0A6N7EW63			
						A0A6N7FJ35			
						A0A6N7FLA6			
						A0A6N7FTN6			
						A0A6N7GF23			
						A0A6N7HHU8			
						A0A6N7HQN1			
						A0A6N7I854			
						A0A6N7IDV6			
						A0A6N7IN84			
						A0A6N7IZW2			
						A0A6N7JGX5			
						A0A6N7KUX4			
						A0A6N7LAJ2			
						A0A6N7LZE5			
						A0A6N7NZ62			
						A0A6N7QBC1			
						A0A6N7R1T5			
						A0A6N7R3X9			
						A0A6N7RSI2			
						A0A6N7SM39			
						A0A6N7TRH5			
						A0A6N7TYU0			
						A0A6N7UUS4			
						A0A6N7UY42			
						A0A6N7UZS7			
						A0A6N7VC49			
						A0A6N7VEW8			
						A0A6N7VWM3			
						A0A6N7WHH3			
						A0A6N7WSR4			
						A0A6N7X4M3			
						A0A6N7X5K7			
						A0A6N7X953			
						A0A6N7XLL8			
						A0A6N7XW28			
						A0A6N7Y8K9			
						A0A6N7YCY7			
						A0A6N7YPP4			
						A0A6N7Z891			
						A0A6N7ZGK5			
						A0A6N7ZLP7			
						A0A6N7ZQS0			
						A0A6N8AUT8			
						A0A6N8B3G0			
						A0A6N8BTD8			
						A0A6N8CM03			
						A0A6N8DGU3			
						A0A6N8EEL0			
						A0A6N8EFG8			
						A0A6N8EIE9			
						A0A6N8EVR7			
						A0A6N8FGF8			
						A0A6N8FHZ4			
						A0A6N8FTD0			
						A0A6N8FVZ5			
						A0A6N8FX19			
						A0A6N8G2P2			
						A0A6N8G6U7			
						A0A6N8GKC4			
						A0A6N8GW66			
						A0A6N8GX07			
						A0A6N8GXN6			
						A0A6N8H4I8			
						A0A6N8H776			
						A0A6N8HLI8			
						A0A6N8HWF3			
						A0A6N8IH07			
						A0A6N8ISA1			
						A0A6N8J6C2			
						A0A6N8JMJ2			
						A0A6N8Q8U9			
						A0A6N8RR31			
						A0A6N8RZ15			
						A0A6N8SQ69			
						A0A6N8THK8			
						A0A6N8TR34			
						A0A6N8TYV0			
						A0A6N8U0T4			
						A0A6N8U4I8			
						A0A6N8U652			
						A0A6N8WJE2			
						A0A6N8X2I5			
						A0A6N8YCX5			
						A0A6N8ZVB5			
						A0A6N9BWQ8			
						A0A6N9CW25			
						A0A6N9EX88			
						A0A6N9EYL1			
						A0A6N9H4C3			
						A0A6N9HG06			
						A0A6N9JJN7			
						A0A6N9JXZ2			
						A0A6N9L914			
						A0A6N9LF61			
						A0A6N9LHF5			
						A0A6N9NFB7			
						A0A6N9NVD3			
						A0A6N9QE91			
						A0A6N9QVD2			
						A0A6N9R007			
						A0A6N9R6F1			
						A0A6N9RIF2			
						A0A6N9SKG4			
						A0A6N9SYB6			
						A0A6N9TBA6			
						A0A6N9U3H4			
						A0A6N9U6I6			
						A0A6N9UGU7			
						A0A6N9UR06			
						A0A6N9V206			
						A0A6N9VDY2			
						A0A6N9YHD5			
						A0A6N9Z759			
						A0A6P0DHG4			
						A0A6P0ERW1			
						A0A6P0EZ25			
						A0A6P0G9Z5			
						A0A6P0GF83			
						A0A6P0HGF0			
						A0A6P0IAP5			
						A0A6P0ITU0			
						A0A6P0IUZ3			
						A0A6P0IXI9			
						A0A6P0J073			
						A0A6P0J235			
						A0A6P0K8J6			
						A0A6P0KG97			
						A0A6P0KP02			
						A0A6P0L3C3			
						A0A6P0L682			
						A0A6P0L7P2			
						A0A6P0LQV1			
						A0A6P0LRH9			
						A0A6P0M290			
						A0A6P0MFG2			
						A0A6P0MMZ4			
						A0A6P0MNR2			
						A0A6P0MZQ5			
						A0A6P0N9C4			
						A0A6P0NUR8			
						A0A6P0P469			
						A0A6P0PIV6			
						A0A6P0PN72			
						A0A6P0Q2V0			
						A0A6P0R917			
						A0A6P0RS66			
						A0A6P0RT61			
						A0A6P0S492			
						A0A6P0SGJ9			
						A0A6P0SPT7			
						A0A6P0SRI4			
						A0A6P0T762			
						A0A6P0TI50			
						A0A6P0U1J1			
						A0A6P0UG21			
						A0A6P0UT50			
						A0A6P0V171			
						A0A6P0VBQ1			
						A0A6P0VZ97			
						A0A6P0W164			
						A0A6P0W3C8			
						A0A6P0WCS7			
						A0A6P0WEU7			
						A0A6P0WL57			
						A0A6P0X3H8			
						A0A6P0XLL4			
						A0A6P0Y6T9			
						A0A6P0YSW7			
						A0A6P0Z3M4			
						A0A6P0ZZ70			
						A0A6P1A5P1			
						A0A6P1ACB9			
						A0A6P1BF24			
						A0A6P1C4H7			
						A0A6P1CAH0			
						A0A6P1CRH3			
						A0A6P1DCB6			
						A0A6P1DED1			
						A0A6P1DQD5			
						A0A6P1DVW1			
						A0A6P1E6F0			
						A0A6P1EG42			
						A0A6P1EZR8			
						A0A6P1F5L5			
						A0A6P1FCB6			
						A0A6P1FFZ6			
						A0A6P1FKV0			
						A0A6P1FN59			
						A0A6P1GNB6			
						A0A6P1HS73			
						A0A6P1JDB0			
						A0A6P1JK79			
						A0A6P1KHV7			
						A0A6P1KSD6			
						A0A6P1KSY1			
						A0A6P1LC85			
						A0A6P1N9P9			
						A0A6P1NLD2			
						A0A6P1NYI6			
						A0A6P1P408			
						A0A6P1Q9Z7			
						A0A6P1QCG5			
						A0A6P1R4W7			
						A0A6P1RAD6			
						A0A6P1SIE7			
						A0A6P1T827			
						A0A6P1TGN4			
						A0A6P1TIL9			
						A0A6P1TLL9			
						A0A6P1UCG1			
						A0A6P1VDG1			
						A0A6P1VM94			
						A0A6P1VT63			
						A0A6P1VXF7			
						A0A6P1W4A3			
						A0A6P1W5Y5			
						A0A6P1WTW4			
						A0A6P1YF77			
						A0A6P1ZLV0			
						A0A6P1ZT59			
						A0A6P1ZU19			
						A0A6P1ZUH9			
						A0A6P2ADI6			
						A0A6P2AYE0			
						A0A6P2BSQ9			
						A0A6P2D3I6			
						A0A6P2DI43			
						A0A6P2DWJ0			
						A0A6P2E2K5			
						A0A6P2E4Q5			
						A0A6P2EBV3			
						A0A6P2GDX7			
						A0A6P2I689			
						A0A6P2ICN4			
						A0A6P2JVQ4			
						A0A6P2KHP3			
						A0A6P2KZ03			
						A0A6P2LBR3			
						A0A6P2LQ28			
						A0A6P2LTP0			
						A0A6P2NL63			
						A0A6P2NVN2			
						A0A6P2P6D4			
						A0A6P2PB63			
						A0A6P2PWY8			
						A0A6P2QRT3			
						A0A6P2U3D0			
						A0A6P2V049			
						A0A6P2X3C1			
						A0A6P2XWE2			
						A0A6P2XY57			
						A0A6P2Y611			
						A0A6P2YX60			
						A0A6P2YXS6			
						A0A6P2ZGY3			
						A0A6P2ZX98			
						A0A6P3A2C2			
						A0A6P3AIC0			
						A0A6P3AMP8			
						A0A6P3AWJ3			
						A0A6P3CF01			
						A0A6P3CJC7			
						A0A6P3CNL7			
						A0A6S4GTS9			
						A0A6S5IAC3			
						A0A6S6M5K9			
						A0A6S6PIF0			
						A0A6S6PJA4			
						A0A6S6PK05			
						A0A6S6R237			
						A0A6S6R2V6			
						A0A6S6SDE3			
						A0A6S6SW53			
						A0A6S6T5Z0			
						A0A6S6T9D5			
						A0A6S6TRH7			
						A0A6S6TUV0			
						A0A6S6U583			
						A0A6S6U929			
						A0A6S6UEA0			
						A0A6S6XDS6			
						A0A6S6Y3E6			
						A0A6S6YLR6			
						A0A6S6Z7K7			
						A0A6S6ZG10			
						A0A6S6ZI75			
						A0A6S6ZV86			
						A0A6S7AAT3			
						A0A6S7AG14			
						A0A6S7AX62			
						A0A6S7B1C6			
						A0A6S7B2A1			
						A0A6S7B7P3			
						A0A6S7BMI7			
						A0A6S7CG93			
						A0A6S7CIV4			
						A0A6S7D2K5			
						A0A6S7D8P8			
						A0A6S7DTN7			
						A0A6S7DZ27			
						A0A6S7E3B1			
						A0A6S7EZP3			
						A0A6S7FLG7			
						A0A6T9Y2A3			
						A0A6V6Z9P4			
						A0A6V6ZDD8			
						A0A6V6ZH34			
						A0A6V7CKZ0			
						A0A6V7EKT3			
						A0A6V7EL64			
						A0A6V7FFA6			
						A0A6V7R6W9			
						A0A6V7R867			
						A0A6V7RHZ3			
						A0A6V7RL55			
						A0A6V7RL86			
						A0A6V7RM71			
						A0A6V7RMN6			
						A0A6V7RMT8			
						A0A6V8I7T1			
						A0A6V8I8A5			
						A0A6V8IGT4			
						A0A6V8IIK1			
						A0A6V8IL02			
						A0A6V8LIR1			
						A0A6V8M6U2			
						A0A6V8MDB1			
						A0A6V8MWB0			
						A0A6V8MXG2			
						A0A6V8N2L5			
						A0A6V8NPI1			
						A0A6V8NT49			
						A0A6V8PKH9			
						A0A6V8PRS8			
						A0A6V8PYE5			
						A0A6V8Q4E1			
						A0A6V9U9V1			
						A0A6W0NTD2			
						A0A6X8JEM1			
						A0A6X8JKI9			
						A0A6Y1M6S8			
						A0A6Y1QYB5			
						A0A6Y2K334			
						A0A6Y2UU03			
						A0A6Y2X0G4			
						A0A6Y3BDU0			
						A0A6Y3FAI9			
						A0A6Y4B4E0			
						A0A6Y4F4I4			
						A0A6Y5LPN1			
						A0A701K363			
						A0A701QVL3			
						A0A701UGG5			
						A0A702BLF4			
						A0A702DE63			
						A0A706TEY3			
						A0A707LJE5			
						A0A712NMC9			
						A0A716XI67			
						A0A716ZT43			
						A0A718VLH7			
						A0A718WLT2			
						A0A718ZGX5			
						A0A719TXQ0			
						A0A719U8T4			
						A0A719XKV0			
						A0A724LN55			
						A0A725JV04			
						A0A725VJW0			
						A0A726SNY3			
						A0A727JUQ5			
						A0A727Z1N2			
						A0A728LLD1			
						A0A729JPI0			
						A0A730GS87			
						A0A730JH26			
						A0A730PT25			
						A0A730WBW3			
						A0A731NBM3			
						A0A731YM22			
						A0A732CVB9			
						A0A733YGY5			
						A0A734HKZ7			
						A0A735A6X7			
						A0A735HJP0			
						A0A735L477			
						A0A735RHW7			
						A0A735RJD5			
						A0A735V1B2			
						A0A736HE25			
						A0A736I2W5			
						A0A736IA96			
						A0A736PYR2			
						A0A736RHG0			
						A0A737H2F1			
						A0A737J4N8			
						A0A737NSA3			
						A0A737RFA8			
						A0A737Y3L4			
						A0A738AKI5			
						A0A738CJU9			
						A0A738JJM4			
						A0A739A5E2			
						A0A739AQS8			
						A0A739N392			
						A0A739P0D1			
						A0A740EEJ6			
						A0A740V2G8			
						A0A747QSD2			
						A0A748DCX7			
						A0A748EV37			
						A0A749DSP2			
						A0A750KR24			
						A0A751ZY82			
						A0A752MP58			
						A0A752TLE7			
						A0A753EI81			
						A0A758BN04			
						A0A759HUX6			
						A0A765NBX8			
						A0A798BGG3			
						A0A7A6Y002			
						A0A7A6YL00			
						A0A7C0TW90			
						A0A7C0U3M0			
						A0A7C0UD90			
						A0A7C0VHB6			
						A0A7C0WA74			
						A0A7C0WEA2			
						A0A7C0WSP0			
						A0A7C0X4A0			
						A0A7C0XBC6			
						A0A7C0XE65			
						A0A7C0Y274			
						A0A7C0Y9L2			
						A0A7C0YEY3			
						A0A7C0YGP2			
						A0A7C0YV72			
						A0A7C0YW90			
						A0A7C0ZFE9			
						A0A7C1A4Z2			
						A0A7C1AG04			
						A0A7C1AIJ0			
						A0A7C1ASE4			
						A0A7C1BBP3			
						A0A7C1C5J5			
						A0A7C1C7F5			
						A0A7C1DCJ8			
						A0A7C1DDE1			
						A0A7C1EV90			
						A0A7C1F005			
						A0A7C1FEE5			
						A0A7C1H338			
						A0A7C1HGM0			
						A0A7C1IK87			
						A0A7C1JHR8			
						A0A7C1KI91			
						A0A7C1KM13			
						A0A7C1L3V0			
						A0A7C1MUF0			
						A0A7C1N7N5			
						A0A7C1NP49			
						A0A7C1PFU0			
						A0A7C1PIH3			
						A0A7C1PKS6			
						A0A7C1RM23			
						A0A7C1RWS5			
						A0A7C1T4H7			
						A0A7C1TWQ3			
						A0A7C1TZC4			
						A0A7C1UP53			
						A0A7C1VQ49			
						A0A7C1WNU0			
						A0A7C1WUD2			
						A0A7C1WX37			
						A0A7C1X009			
						A0A7C1X7G8			
						A0A7C1XS91			
						A0A7C1Z4P1			
						A0A7C1ZNL4			
						A0A7C1ZP13			
						A0A7C2A191			
						A0A7C2C439			
						A0A7C2DDR4			
						A0A7C2DH66			
						A0A7C2ERT5			
						A0A7C2F1F3			
						A0A7C2F3R5			
						A0A7C2F611			
						A0A7C2F7I9			
						A0A7C2G284			
						A0A7C2GCN3			
						A0A7C2HE77			
						A0A7C2HXP2			
						A0A7C2HZS0			
						A0A7C2IND3			
						A0A7C2IUU9			
						A0A7C2J0Z4			
						A0A7C2J9D2			
						A0A7C2JZI0			
						A0A7C2K170			
						A0A7C2KAK6			
						A0A7C2KKW5			
						A0A7C2KMF8			
						A0A7C2KXD1			
						A0A7C2LBZ5			
						A0A7C2N1Y1			
						A0A7C2P3N9			
						A0A7C2PK91			
						A0A7C2PNL3			
						A0A7C2QUX2			
						A0A7C2RK51			
						A0A7C2S8I4			
						A0A7C2SC67			
						A0A7C2SJA8			
						A0A7C2TDU6			
						A0A7C2TY00			
						A0A7C2V1Z7			
						A0A7C2V893			
						A0A7C2VFG2			
						A0A7C2VLU8			
						A0A7C2VMC0			
						A0A7C2W146			
						A0A7C2YDE3			
						A0A7C2YMJ8			
						A0A7C2YR79			
						A0A7C3B445			
						A0A7C3BAS1			
						A0A7C3BGV8			
						A0A7C3BKW1			
						A0A7C3CDX8			
						A0A7C3CI26			
						A0A7C3CS72			
						A0A7C3CXU6			
						A0A7C3E050			
						A0A7C3E2B7			
						A0A7C3EIW8			
						A0A7C3EP27			
						A0A7C3GRR6			
						A0A7C3GXE9			
						A0A7C3HM01			
						A0A7C3I8G2			
						A0A7C3ICR3			
						A0A7C3IIT8			
						A0A7C3IMW0			
						A0A7C3IQW6			
						A0A7C3J7M7			
						A0A7C3J7U7			
						A0A7C3JA47			
						A0A7C3JTP1			
						A0A7C3JUU0			
						A0A7C3JXB2			
						A0A7C3KCD9			
						A0A7C3KNT3			
						A0A7C3L7K2			
						A0A7C3LM08			
						A0A7C3M1L8			
						A0A7C3MRZ9			
						A0A7C3N7G5			
						A0A7C3N7N1			
						A0A7C3N8E8			
						A0A7C3N8Q7			
						A0A7C3N8X9			
						A0A7C3N9A7			
						A0A7C3NF75			
						A0A7C3NGS3			
						A0A7C3NL18			
						A0A7C3NWR3			
						A0A7C3P5P8			
						A0A7C3P7H8			
						A0A7C3PGJ4			
						A0A7C3PKH5			
						A0A7C3PR83			
						A0A7C3PRQ8			
						A0A7C3PTR5			
						A0A7C3PUM8			
						A0A7C3PXI3			
						A0A7C3QFS6			
						A0A7C3QFZ4			
						A0A7C3R4K9			
						A0A7C3RE58			
						A0A7C3RZ23			
						A0A7C3SBJ8			
						A0A7C3SS90			
						A0A7C3T123			
						A0A7C3TJB8			
						A0A7C3TUE9			
						A0A7C3U5U3			
						A0A7C3V1U4			
						A0A7C3VH49			
						A0A7C3W0U2			
						A0A7C3W821			
						A0A7C3X3Z7			
						A0A7C3X9L3			
						A0A7C3Y7R7			
						A0A7C3YDJ8			
						A0A7C3YLQ2			
						A0A7C3ZR82			
						A0A7C3ZW70			
						A0A7C4A662			
						A0A7C4A9P1			
						A0A7C4AQQ2			
						A0A7C4BMK2			
						A0A7C4BW90			
						A0A7C4BYY7			
						A0A7C4C354			
						A0A7C4DL99			
						A0A7C4ECV8			
						A0A7C4EJC6			
						A0A7C4ELM2			
						A0A7C4FDG4			
						A0A7C4FNH3			
						A0A7C4FTU2			
						A0A7C4FYA0			
						A0A7C4GD85			
						A0A7C4HN17			
						A0A7C4HNS9			
						A0A7C4ISI2			
						A0A7C4K825			
						A0A7C4K8P0			
						A0A7C4KMQ1			
						A0A7C4KSQ8			
						A0A7C4L355			
						A0A7C4MKZ5			
						A0A7C4N9L6			
						A0A7C4P3Q4			
						A0A7C4PBE9			
						A0A7C4PBZ7			
						A0A7C4PG50			
						A0A7C4PJB7			
						A0A7C4Q069			
						A0A7C4QCH4			
						A0A7C4QGQ4			
						A0A7C4QGU0			
						A0A7C4QKV8			
						A0A7C4QM63			
						A0A7C4QZ08			
						A0A7C4R1K0			
						A0A7C4RT61			
						A0A7C4S200			
						A0A7C4SUZ0			
						A0A7C4U1T5			
						A0A7C4ULT2			
						A0A7C4UPB3			
						A0A7C4UUY5			
						A0A7C4V722			
						A0A7C4V8W9			
						A0A7C4VRD8			
						A0A7C4W798			
						A0A7C4WXH1			
						A0A7C4X0H7			
						A0A7C4XV33			
						A0A7C4XVV5			
						A0A7C4YDA1			
						A0A7C4YHQ5			
						A0A7C4ZLV4			
						A0A7C5A6M6			
						A0A7C5AC98			
						A0A7C5AID6			
						A0A7C5AYF4			
						A0A7C5AYP9			
						A0A7C5AZ10			
						A0A7C5B169			
						A0A7C5BCK6			
						A0A7C5BJY3			
						A0A7C5BLA4			
						A0A7C5BWV4			
						A0A7C5CF80			
						A0A7C5CUG8			
						A0A7C5D6X9			
						A0A7C5D7N1			
						A0A7C5DPY2			
						A0A7C5E1Y0			
						A0A7C5E4B2			
						A0A7C5E897			
						A0A7C5EP04			
						A0A7C5EWV3			
						A0A7C5EYR6			
						A0A7C5EZM7			
						A0A7C5F0N1			
						A0A7C5F1H2			
						A0A7C5FCX6			
						A0A7C5FV49			
						A0A7C5FZJ3			
						A0A7C5G8I4			
						A0A7C5G8W2			
						A0A7C5GN22			
						A0A7C5HZA4			
						A0A7C5I365			
						A0A7C5I6V5			
						A0A7C5I8P2			
						A0A7C5ITL3			
						A0A7C5K8M2			
						A0A7C5KR52			
						A0A7C5LMS1			
						A0A7C5LMX4			
						A0A7C5LVL8			
						A0A7C5M8D0			
						A0A7C5MDK8			
						A0A7C5MKH4			
						A0A7C5MSN5			
						A0A7C5NZ14			
						A0A7C5PIA3			
						A0A7C5UV71			
						A0A7C5UYS5			
						A0A7C5V5I4			
						A0A7C5V6Q1			
						A0A7C5VM41			
						A0A7C5VUZ3			
						A0A7C5WMS4			
						A0A7C5WPS8			
						A0A7C5YBZ9			
						A0A7C5YH80			
						A0A7C5YHZ9			
						A0A7C5ZF15			
						A0A7C5ZN86			
						A0A7C5ZTL0			
						A0A7C6A1P1			
						A0A7C6A3E6			
						A0A7C6A409			
						A0A7C6AZI5			
						A0A7C6BX64			
						A0A7C6D5D5			
						A0A7C6DCU5			
						A0A7C6DI46			
						A0A7C6E802			
						A0A7C6F466			
						A0A7C6F6J3			
						A0A7C6HWC0			
						A0A7C6J6Q4			
						A0A7C6JIL3			
						A0A7C6LQZ1			
						A0A7C6LSV1			
						A0A7C6MDM4			
						A0A7C6MK98			
						A0A7C6MYY4			
						A0A7C6NRM4			
						A0A7C6NS42			
						A0A7C6NZG7			
						A0A7C6NZV5			
						A0A7C6RWS6			
						A0A7C6SKX3			
						A0A7C6TGF7			
						A0A7C6TIE7			
						A0A7C6TMX6			
						A0A7C6U941			
						A0A7C6UGQ4			
						A0A7C6VNN7			
						A0A7C6VTF3			
						A0A7C6W380			
						A0A7C6WBR9			
						A0A7C6XH80			
						A0A7C6XI24			
						A0A7C6XRM0			
						A0A7C6XXY7			
						A0A7C6YNB5			
						A0A7C6ZSH3			
						A0A7C6ZX66			
						A0A7C7ANL1			
						A0A7C7BXW8			
						A0A7C7CJN7			
						A0A7C7CMT5			
						A0A7C7CPF3			
						A0A7C7D9N9			
						A0A7C7EAM8			
						A0A7C7H4R0			
						A0A7C7HA54			
						A0A7C7IKC2			
						A0A7C7K0C7			
						A0A7C7NBD0			
						A0A7C7NFI1			
						A0A7C7QSE5			
						A0A7C7R2X2			
						A0A7C7RCR9			
						A0A7C7RDZ2			
						A0A7C7S4W9			
						A0A7C7S698			
						A0A7C7SJ71			
						A0A7C7UBM6			
						A0A7C7UKA3			
						A0A7C7UXM8			
						A0A7C7V2H9			
						A0A7C7V492			
						A0A7C7VJ63			
						A0A7C7VN97			
						A0A7C7VYJ7			
						A0A7C7W580			
						A0A7C7WHL8			
						A0A7C7WRC3			
						A0A7C7XIC9			
						A0A7C7XNE0			
						A0A7C7Y4E0			
						A0A7C7Y5F4			
						A0A7C7YEY8			
						A0A7C7YJW9			
						A0A7C7YVD6			
						A0A7C7YW73			
						A0A7C8A6R3			
						A0A7C8AJQ9			
						A0A7C8AP34			
						A0A7C8AYM8			
						A0A7C8B8J6			
						A0A7C8BV04			
						A0A7C8EZ59			
						A0A7C8FK93			
						A0A7C8FY33			
						A0A7C8HP80			
						A0A7C9BFX6			
						A0A7C9BI63			
						A0A7C9BWZ1			
						A0A7C9FUD0			
						A0A7C9G3D1			
						A0A7C9H146			
