##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	taxid	species_taxid	organism_name	infraspecific_name	version_status	assembly_level	ftp_path	genome_size	genome_size_ungapped	gc_percent	total_gene_count	protein_coding_gene_count
GCA_030345235.1	PRJNA983222	SAMN35722689	1280	1280	Staphylococcus aureus	strain=21-024	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/345/235/GCA_030345235.1_ASM3034523v1	2793534	2793534	33.000000	2749	2583
GCA_030345195.1	PRJNA983222	SAMN35722691	1280	1280	Staphylococcus aureus	strain=22-042	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/345/195/GCA_030345195.1_ASM3034519v1	2806604	2806604	33.000000	2766	2593
GCA_030345215.1	PRJNA983222	SAMN35722690	1280	1280	Staphylococcus aureus	strain=21-074	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/345/215/GCA_030345215.1_ASM3034521v1	2806618	2806618	33.000000	2754	2582
GCA_032808505.1	PRJNA912391	SAMN37705137	1280	1280	Staphylococcus aureus	strain=BAA-1556_Catania_SCV	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/808/505/GCA_032808505.1_ASM3280850v1	2923571	2923571	32.500000	2938	2777
GCA_032809245.1	PRJNA912391	SAMN37705136	1280	1280	Staphylococcus aureus	strain=BAA-1556_Catania	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/809/245/GCA_032809245.1_ASM3280924v1	2923571	2923571	32.500000	2940	2780
GCA_030408995.1	PRJNA842383	SAMN32369494	1280	1280	Staphylococcus aureus	strain=HP20814-006	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/408/995/GCA_030408995.1_ASM3040899v1	2845501	2845501	33.000000	2840	2620
GCA_030439815.1	PRJNA961647	SAMN34360579	1280	1280	Staphylococcus aureus	strain=AUH_SA_2023_8	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/439/815/GCA_030439815.1_ASM3043981v1	2857400	2857400	33.000000	2887	1988
GCA_030445105.1	PRJNA961647	SAMN34360575	1280	1280	Staphylococcus aureus	strain=AUH_SA_2023_4	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/445/105/GCA_030445105.1_ASM3044510v1	2747379	2747379	33.000000	2736	1861
GCA_030439855.1	PRJNA961647	SAMN34360577	1280	1280	Staphylococcus aureus	strain=AUH_SA_2023_6	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/439/855/GCA_030439855.1_ASM3043985v1	2793758	2793758	33.000000	2788	1849
GCA_030440205.1	PRJNA961647	SAMN34360574	1280	1280	Staphylococcus aureus	strain=AUH_SA_2023_3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/440/205/GCA_030440205.1_ASM3044020v1	2721725	2721725	33.000000	2689	1826
GCA_030440235.1	PRJNA961647	SAMN34360572	1280	1280	Staphylococcus aureus	strain=AUH_SA_2023_1	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/440/235/GCA_030440235.1_ASM3044023v1	2869520	2869520	33.000000	2872	1956
GCA_030445125.1	PRJNA961647	SAMN34360573	1280	1280	Staphylococcus aureus	strain=AUH_SA_2023_2	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/445/125/GCA_030445125.1_ASM3044512v1	2748169	2748169	33.000000	2727	1794
GCA_030439875.1	PRJNA961647	SAMN34360576	1280	1280	Staphylococcus aureus	strain=AUH_SA_2023_5	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/439/875/GCA_030439875.1_ASM3043987v1	2813827	2813827	33.000000	2820	1912
GCA_030435875.1	PRJNA498007	SAMN36269246	1280	1280	Staphylococcus aureus	strain=CKMM-401M	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/435/875/GCA_030435875.1_ASM3043587v1	2945607	2945607	33.000000	0	0
GCA_030439835.1	PRJNA961647	SAMN34360578	1280	1280	Staphylococcus aureus	strain=AUH_SA_2023_7	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/439/835/GCA_030439835.1_ASM3043983v1	2839884	2839884	33.000000	2866	1977
GCA_033444505.1	PRJNA1015705	SAMN37365300	1280	1280	Staphylococcus aureus	strain=SA283	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/444/505/GCA_033444505.1_ASM3344450v1	2951904	2951904	33.000000	3003	2840
GCA_033445905.1	PRJNA1015705	SAMN37365286	1280	1280	Staphylococcus aureus	strain=SA1520	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/445/905/GCA_033445905.1_ASM3344590v1	2941349	2941349	33.000000	2980	2781
GCA_033442305.1	PRJNA1015705	SAMN37365330	1280	1280	Staphylococcus aureus	strain=SA575	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/442/305/GCA_033442305.1_ASM3344230v1	2913620	2913620	33.000000	2934	2744
GCA_033443465.1	PRJNA1015705	SAMN37365321	1280	1280	Staphylococcus aureus	strain=SA1197	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/443/465/GCA_033443465.1_ASM3344346v1	2873239	2873239	33.000000	2867	2668
GCA_033444605.1	PRJNA1015705	SAMN37365297	1280	1280	Staphylococcus aureus	strain=SA2166	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/444/605/GCA_033444605.1_ASM3344460v1	2689085	2689085	33.000000	2638	2487
GCA_033445065.1	PRJNA1015705	SAMN37365289	1280	1280	Staphylococcus aureus	strain=SA1585	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/445/065/GCA_033445065.1_ASM3344506v1	2730764	2730764	33.000000	2694	2547
GCA_033798745.1	PRJNA1036839	SAMN38153149	1280	1280	Staphylococcus aureus	strain=V482	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/798/745/GCA_033798745.1_ASM3379874v1	2859205	2859205	33.000000	2816	2512
GCA_030533465.1	PRJNA994481	SAMN36429678	1280	1280	Staphylococcus aureus	strain=SA38-SX	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/533/465/GCA_030533465.1_ASM3053346v1	2843039	2843039	33.000000	0	0
GCA_030533535.1	PRJNA994481	SAMN36429675	1280	1280	Staphylococcus aureus	strain=SA35-SX	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/533/535/GCA_030533535.1_ASM3053353v1	2832396	2832396	33.000000	0	0
GCA_030533645.1	PRJNA994481	SAMN36429670	1280	1280	Staphylococcus aureus	strain=SA30-SX	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/533/645/GCA_030533645.1_ASM3053364v1	2824934	2824934	33.000000	0	0
GCA_030533875.1	PRJNA994481	SAMN36429660	1280	1280	Staphylococcus aureus	strain=SA20-SX	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/533/875/GCA_030533875.1_ASM3053387v1	2921768	2921768	33.000000	0	0
GCA_030533895.1	PRJNA994481	SAMN36429659	1280	1280	Staphylococcus aureus	strain=SA19-SX	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/533/895/GCA_030533895.1_ASM3053389v1	2844051	2844051	33.000000	0	0
GCA_030533935.1	PRJNA994481	SAMN36429657	1280	1280	Staphylococcus aureus	strain=SA17-SX	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/533/935/GCA_030533935.1_ASM3053393v1	2841352	2841352	33.000000	0	0
GCA_030533955.1	PRJNA994481	SAMN36429656	1280	1280	Staphylococcus aureus	strain=SA16-SX	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/533/955/GCA_030533955.1_ASM3053395v1	2821675	2821675	33.000000	0	0
GCA_030534015.1	PRJNA994481	SAMN36429653	1280	1280	Staphylococcus aureus	strain=SA13-SX	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/534/015/GCA_030534015.1_ASM3053401v1	2786813	2786813	33.000000	0	0
GCA_030534215.1	PRJNA994481	SAMN36429643	1280	1280	Staphylococcus aureus	strain=SA03-SX	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/534/215/GCA_030534215.1_ASM3053421v1	2976881	2976881	33.000000	0	0
GCA_030534255.1	PRJNA994481	SAMN36429641	1280	1280	Staphylococcus aureus	strain=SA01-SX	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/534/255/GCA_030534255.1_ASM3053425v1	2833694	2833694	33.000000	0	0
GCA_030533585.1	PRJNA994481	SAMN36429673	1280	1280	Staphylococcus aureus	strain=SA33-SX	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/533/585/GCA_030533585.1_ASM3053358v1	2795082	2795082	33.000000	0	0
GCA_030533745.1	PRJNA994481	SAMN36429666	1280	1280	Staphylococcus aureus	strain=SA26-SX	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/533/745/GCA_030533745.1_ASM3053374v1	2802475	2802475	33.000000	0	0
GCA_030533765.1	PRJNA994481	SAMN36429665	1280	1280	Staphylococcus aureus	strain=SA25-SX	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/533/765/GCA_030533765.1_ASM3053376v1	2843118	2843118	33.000000	0	0
GCA_030544845.1	PRJNA835099	SAMN28093337	1280	1280	Staphylococcus aureus	strain=JP1250	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/544/845/GCA_030544845.1_ASM3054484v1	2688968	2688968	33.000000	2643	2510
GCA_033808255.1	PRJNA856415	SAMN18085667	1280	1280	Staphylococcus aureus	strain=AUSMDU00020487	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/808/255/GCA_033808255.1_ASM3380825v1	2930687	2930687	32.500000	0	0
GCA_030533995.1	PRJNA994481	SAMN36429654	1280	1280	Staphylococcus aureus	strain=SA14-SX	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/533/995/GCA_030533995.1_ASM3053399v1	2888817	2888817	33.000000	0	0
GCA_030534075.1	PRJNA994481	SAMN36429650	1280	1280	Staphylococcus aureus	strain=SA10-SX	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/534/075/GCA_030534075.1_ASM3053407v1	2845161	2845161	33.000000	0	0
GCA_030534135.1	PRJNA994481	SAMN36429647	1280	1280	Staphylococcus aureus	strain=SA07-SX	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/534/135/GCA_030534135.1_ASM3053413v1	2895398	2895398	33.000000	0	0
GCA_030534195.1	PRJNA994481	SAMN36429644	1280	1280	Staphylococcus aureus	strain=SA04-SX	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/534/195/GCA_030534195.1_ASM3053419v1	2874130	2874130	33.000000	0	0
GCA_030533495.1	PRJNA994481	SAMN36429677	1280	1280	Staphylococcus aureus	strain=SA37-SX	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/533/495/GCA_030533495.1_ASM3053349v1	2840755	2840755	33.000000	0	0
GCA_030533555.1	PRJNA994481	SAMN36429674	1280	1280	Staphylococcus aureus	strain=SA34-SX	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/533/555/GCA_030533555.1_ASM3053355v1	2795110	2795110	33.000000	0	0
GCA_030533605.1	PRJNA994481	SAMN36429672	1280	1280	Staphylococcus aureus	strain=SA32-SX	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/533/605/GCA_030533605.1_ASM3053360v1	2883240	2883240	33.000000	0	0
GCA_030533625.1	PRJNA994481	SAMN36429671	1280	1280	Staphylococcus aureus	strain=SA31-SX	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/533/625/GCA_030533625.1_ASM3053362v1	2820469	2820469	33.000000	0	0
GCA_030533975.1	PRJNA994481	SAMN36429655	1280	1280	Staphylococcus aureus	strain=SA15-SX	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/533/975/GCA_030533975.1_ASM3053397v1	2729861	2729861	33.000000	0	0
GCA_030534035.1	PRJNA994481	SAMN36429652	1280	1280	Staphylococcus aureus	strain=SA12-SX	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/534/035/GCA_030534035.1_ASM3053403v1	2795768	2795768	33.000000	0	0
GCA_030534095.1	PRJNA994481	SAMN36429649	1280	1280	Staphylococcus aureus	strain=SA09-SX	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/534/095/GCA_030534095.1_ASM3053409v1	2847665	2847665	33.000000	0	0
GCA_030534155.1	PRJNA994481	SAMN36429646	1280	1280	Staphylococcus aureus	strain=SA06-SX	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/534/155/GCA_030534155.1_ASM3053415v1	2861340	2861340	32.500000	0	0
GCA_030534235.1	PRJNA994481	SAMN36429642	1280	1280	Staphylococcus aureus	strain=SA02-SX	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/534/235/GCA_030534235.1_ASM3053423v1	2800181	2800181	33.000000	0	0
GCA_034032775.1	PRJNA942599	SAMN33696796	1280	1280	Staphylococcus aureus	strain=Dog105	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/032/775/GCA_034032775.1_ASM3403277v1	2825676	2825676	33.000000	2836	2666
GCA_034016595.1	PRJNA942599	SAMN33696760	1280	1280	Staphylococcus aureus	strain=Dog014	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/016/595/GCA_034016595.1_ASM3401659v1	2820507	2820507	33.000000	2829	2660
GCA_034040575.1	PRJNA942599	SAMN33696785	1280	1280	Staphylococcus aureus	strain=Dog044	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/040/575/GCA_034040575.1_ASM3404057v1	2817549	2817549	33.000000	2830	2662
GCA_034042835.1	PRJNA942599	SAMN33696771	1280	1280	Staphylococcus aureus	strain=Dog025	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/042/835/GCA_034042835.1_ASM3404283v1	2824619	2824619	33.000000	2835	2666
GCA_034042935.1	PRJNA942599	SAMN33696837	1280	1280	Staphylococcus aureus	strain=Dog165	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/042/935/GCA_034042935.1_ASM3404293v1	2763307	2763307	33.000000	2736	2586
GCA_034043035.1	PRJNA942599	SAMN33696832	1280	1280	Staphylococcus aureus	strain=Dog152	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/043/035/GCA_034043035.1_ASM3404303v1	2763289	2763289	33.000000	2737	2588
GCA_034028795.1	PRJNA942599	SAMN33696801	1280	1280	Staphylococcus aureus	strain=Dog111	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/028/795/GCA_034028795.1_ASM3402879v1	2819823	2819823	33.000000	2834	2665
GCA_034022875.1	PRJNA942599	SAMN33696748	1280	1280	Staphylococcus aureus	strain=Dog002	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/022/875/GCA_034022875.1_ASM3402287v1	2828995	2828995	33.000000	2834	2666
GCA_034029575.1	PRJNA942599	SAMN33696800	1280	1280	Staphylococcus aureus	strain=Dog110	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/029/575/GCA_034029575.1_ASM3402957v1	2831055	2831055	33.000000	2860	2689
GCA_030643965.1	PRJNA956483	SAMN34213606	1280	1280	Staphylococcus aureus	strain=2.3b	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/643/965/GCA_030643965.1_ASM3064396v1	2766188	2766188	33.000000	0	0
GCA_030644045.1	PRJNA956483	SAMN34213599	1280	1280	Staphylococcus aureus	strain=1.8	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/644/045/GCA_030644045.1_ASM3064404v1	2749051	2749051	33.000000	0	0
GCA_030644025.1	PRJNA956483	SAMN34213600	1280	1280	Staphylococcus aureus	strain=1.9a	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/644/025/GCA_030644025.1_ASM3064402v1	2792931	2792931	33.000000	0	0
GCA_030644085.1	PRJNA956483	SAMN34213596	1280	1280	Staphylococcus aureus	strain=1.5	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/644/085/GCA_030644085.1_ASM3064408v1	2754200	2754200	33.000000	0	0
GCA_030644105.1	PRJNA956483	SAMN34213595	1280	1280	Staphylococcus aureus	strain=1.4	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/644/105/GCA_030644105.1_ASM3064410v1	2754480	2754480	33.000000	0	0
GCA_030644145.1	PRJNA956483	SAMN34213593	1280	1280	Staphylococcus aureus	strain=1.2	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/644/145/GCA_030644145.1_ASM3064414v1	2754179	2754179	33.000000	0	0
GCA_030643925.1	PRJNA956483	SAMN34213609	1280	1280	Staphylococcus aureus	strain=2.6	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/643/925/GCA_030643925.1_ASM3064392v1	2760030	2760030	33.000000	0	0
GCA_030644005.1	PRJNA956483	SAMN34213602	1280	1280	Staphylococcus aureus	strain=1.10	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/644/005/GCA_030644005.1_ASM3064400v1	2798280	2798280	33.000000	0	0
GCA_030644125.1	PRJNA956483	SAMN34213594	1280	1280	Staphylococcus aureus	strain=1.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/644/125/GCA_030644125.1_ASM3064412v1	2798464	2798464	33.000000	0	0
GCA_030644165.1	PRJNA956483	SAMN34213592	1280	1280	Staphylococcus aureus	strain=1.1	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/644/165/GCA_030644165.1_ASM3064416v1	2798460	2798460	33.000000	0	0
GCA_030643945.1	PRJNA956483	SAMN34213608	1280	1280	Staphylococcus aureus	strain=2.5	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/643/945/GCA_030643945.1_ASM3064394v1	2765401	2765401	33.000000	0	0
GCA_030643985.1	PRJNA956483	SAMN34213604	1280	1280	Staphylococcus aureus	strain=2.2	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/643/985/GCA_030643985.1_ASM3064398v1	2765409	2765409	33.000000	0	0
GCA_030644065.1	PRJNA956483	SAMN34213598	1280	1280	Staphylococcus aureus	strain=1.7	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/644/065/GCA_030644065.1_ASM3064406v1	2798217	2798217	33.000000	0	0
GCA_030717625.1	PRJNA956483	SAMN34213601	1280	1280	Staphylococcus aureus	strain=1.9b	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/717/625/GCA_030717625.1_ASM3071762v1	2757927	2757927	33.000000	0	0
GCA_030717545.1	PRJNA956483	SAMN34213611	1280	1280	Staphylococcus aureus	strain=2.4a	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/717/545/GCA_030717545.1_ASM3071754v1	2757354	2757354	33.000000	0	0
GCA_030717645.1	PRJNA956483	SAMN34213597	1280	1280	Staphylococcus aureus	strain=1.6	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/717/645/GCA_030717645.1_ASM3071764v1	2833865	2833865	33.000000	0	0
GCA_030717605.1	PRJNA956483	SAMN34213603	1280	1280	Staphylococcus aureus	strain=2.1	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/717/605/GCA_030717605.1_ASM3071760v1	2775061	2775061	33.000000	0	0
GCA_030758875.1	PRJNA749299	SAMN36911163	1280	1280	Staphylococcus aureus	strain=UNC_SA48	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/758/875/GCA_030758875.1_ASM3075887v1	2718855	2718855	33.000000	2694	2545
GCA_034357665.1	PRJNA942599	SAMN33696815	1280	1280	Staphylococcus aureus	strain=Dog128	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/357/665/GCA_034357665.1_ASM3435766v1	2823302	2823302	33.000000	2834	2666
GCA_030758815.1	PRJNA749299	SAMN36911166	1280	1280	Staphylococcus aureus	strain=UNC_SA56	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/758/815/GCA_030758815.1_ASM3075881v1	2863416	2863416	33.000000	2874	2708
GCA_030758835.1	PRJNA749299	SAMN36911164	1280	1280	Staphylococcus aureus	strain=UNC_SA54	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/758/835/GCA_030758835.1_ASM3075883v1	2838931	2838931	32.500000	2817	2651
GCA_030758855.1	PRJNA749299	SAMN36911165	1280	1280	Staphylococcus aureus	strain=UNC_SA55	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/758/855/GCA_030758855.1_ASM3075885v1	2880646	2880646	33.000000	2898	2736
GCA_951217025.1	PRJEB61708	SAMEA112966053	1280	1280	Staphylococcus aureus	strain=Sa_BGR_NF1	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/951/217/025/GCA_951217025.1_Sa_BGR_NF1_PW.1	2756015	2756015	33.000000	2704	2544
GCA_034422035.1	PRJNA1044725	SAMN38397521	1280	1280	Staphylococcus aureus	strain=GP13	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/422/035/GCA_034422035.1_ASM3442203v1	2888626	2888626	33.000000	2922	2616
GCA_034479795.1	PRJNA942599	SAMN33696817	1280	1280	Staphylococcus aureus	strain=Dog130	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/479/795/GCA_034479795.1_ASM3447979v1	2825591	2825591	33.000000	2835	2666
GCA_031190615.1	PRJNA1009786	SAMN37160977	1280	1280	Staphylococcus aureus	strain=SA191	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/190/615/GCA_031190615.1_ASM3119061v1	2926301	2926301	33.000000	2945	2758
GCA_034809525.1	PRJNA498007	SAMN22357911	1280	1280	Staphylococcus aureus	strain=CKFA-361	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/809/525/GCA_034809525.1_ASM3480952v1	2834769	2834769	33.000000	0	0
GCA_034809545.1	PRJNA498007	SAMN22357910	1280	1280	Staphylococcus aureus	strain=CJFA-182	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/809/545/GCA_034809545.1_ASM3480954v1	2958125	2958125	33.000000	0	0
GCA_031326145.1	PRJNA1012534	SAMN37262252	1280	1280	Staphylococcus aureus	strain=JH4322	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/326/145/GCA_031326145.1_ASM3132614v1	2912233	2912233	33.000000	2930	2770
GCA_031582925.1	PRJNA1011016	SAMN37208208	1280	1280	Staphylococcus aureus	strain=21SAU_AGRO3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/582/925/GCA_031582925.1_ASM3158292v1	2869088	2869088	33.000000	0	0
GCA_031583045.1	PRJNA1014244	SAMN37322364	1280	1280	Staphylococcus aureus	strain=63	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/583/045/GCA_031583045.1_ASM3158304v1	2711207	2711207	33.000000	2662	2510
GCA_035486585.1	PRJNA1046723	SAMN38508049	1280	1280	Staphylococcus aureus	strain=Sau113	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/486/585/GCA_035486585.1_ASM3548658v1	2863667	2863667	33.000000	2882	1616
GCA_035489635.1	PRJNA1046723	SAMN38508048	1280	1280	Staphylococcus aureus	strain=Sau107	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/489/635/GCA_035489635.1_ASM3548963v1	2907675	2907675	33.000000	2935	1864
GCA_035522755.1	PRJNA1046723	SAMN38508029	1280	1280	Staphylococcus aureus	strain=Sau71	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/522/755/GCA_035522755.1_ASM3552275v1	3070829	3070829	33.000000	3180	2084
